*******************************************************************************
 Revised: April 12, 2021                 Earth                              399
 
 GEOPHYSICAL PROPERTIES (revised May 9, 2022):
  Vol. Mean Radius (km)    = 6371.01+-0.02   Mass x10^24 (kg)= 5.97219+-0.0006
  Equ. radius, km          = 6378.137        Mass layers:
  Polar axis, km           = 6356.752          Atmos         = 5.1   x 10^18 kg
  Flattening               = 1/298.257223563   oceans        = 1.4   x 10^21 kg
  Density, g/cm^3          = 5.51              crust         = 2.6   x 10^22 kg
  J2 (IERS 2010)           = 0.00108262545     mantle        = 4.043 x 10^24 kg
  g_p, m/s^2  (polar)      = 9.8321863685      outer core    = 1.835 x 10^24 kg
  g_e, m/s^2  (equatorial) = 9.7803267715      inner core    = 9.675 x 10^22 kg
  g_o, m/s^2               = 9.82022         Fluid core rad  = 3480 km
  GM, km^3/s^2             = 398600.435436   Inner core rad  = 1215 km
  GM 1-sigma, km^3/s^2     =      0.0014     Escape velocity = 11.186 km/s
  Rot. Rate (rad/s)        = 0.00007292115   Surface area:
  Mean sidereal day, hr    = 23.9344695944     land          = 1.48 x 10^8 km
  Mean solar day 2000.0, s = 86400.002         sea           = 3.62 x 10^8 km
  Mean solar day 1820.0, s = 86400.0         Love no., k2    = 0.299
  Moment of inertia        = 0.3308          Atm. pressure   = 1.0 bar
  Mean surface temp (Ts), K= 287.6           Volume, km^3    = 1.08321 x 10^12
  Mean effect. temp (Te), K= 255             Magnetic moment = 0.61 gauss Rp^3
  Geometric albedo         = 0.367           Vis. mag. V(1,0)= -3.86
  Solar Constant (W/m^2)   = 1367.6 (mean), 1414 (perihelion), 1322 (aphelion)
 HELIOCENTRIC ORBIT CHARACTERISTICS:
  Obliquity to orbit, deg  = 23.4392911  Sidereal orb period  = 1.0000174 y
  Orbital speed, km/s      = 29.79       Sidereal orb period  = 365.25636 d
  Mean daily motion, deg/d = 0.9856474   Hill's sphere radius = 234.9       
*******************************************************************************


*******************************************************************************
Ephemeris / WWW_USER Mon Feb 20 16:13:05 2023 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Earth (399)                     {source: DE441}
Center body name: Sun (10)                        {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2017-Jan-01 00:00:00.0000 TDB
Stop  time      : A.D. 2020-Jul-01 00:00:00.0000 TDB
Step-size       : 1440 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 696000.0, 696000.0, 696000.0 km {Equator_a, b, pole_c}
Output units    : KM-S
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 3 (position, velocity, LT, range, range-rate)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
2457832.500000000, A.D. 2017-Mar-20 00:00:00.0000, -1.489612085018629E+08,  1.734383481755939E+06,  2.930533439036226E+02, -8.422475717779083E-01, -2.989673786639651E+01,  1.553338233430068E-03,  4.969147857521779E+02,  1.489713050371888E+08,  4.941207185690329E-01,
2457833.500000000, A.D. 2017-Mar-21 00:00:00.0000, -1.490116702966668E+08, -8.489374909038085E+05,  4.367578142756829E+02, -3.258042169294390E-01, -2.990087412145617E+01,  1.769966491215413E-03,  4.970574961142505E+02,  1.490140885274166E+08,  4.961450632655918E-01,
2457834.500000000, A.D. 2017-Mar-22 00:00:00.0000, -1.490175016197491E+08, -3.432229831122306E+06,  5.982254480805714E+02,  1.908419738608273E-01, -2.989606099428984E+01,  1.963037837981574E-03,  4.972007088163145E+02,  1.490570226153852E+08,  4.976039243347604E-01,
2457835.500000000, A.D. 2017-Mar-23 00:00:00.0000, -1.489786911242081E+08, -6.014716543782887E+06,  7.750308352736756E+02,  7.075459706047622E-01, -2.988220978866345E+01,  2.123461808782423E-03,  4.973442586154511E+02,  1.491000577625138E+08,  4.984823730510631E-01,
2457836.500000000, A.D. 2017-Mar-24 00:00:00.0000, -1.488952406134923E+08, -8.595612559532467E+06,  9.639490524628200E+02,  1.224147164698408E+00, -2.985922202817648E+01,  2.241852789829579E-03,  4.974879769476931E+02,  1.491431434345962E+08,  4.987733106404715E-01,
2457837.500000000, A.D. 2017-Mar-25 00:00:00.0000, -1.487671667514183E+08, -1.117412387322367E+07,  1.160944417895284E+03,  1.740460469362509E+00, -2.982698977110364E+01,  2.308936327105826E-03,  4.976316952112463E+02,  1.491862290860864E+08,  4.984850728777214E-01,
2457838.500000000, A.D. 2017-Mar-26 00:00:00.0000, -1.485945036373319E+08, -1.374944692558470E+07,  1.361215850619599E+03,  2.256265561710861E+00, -2.978540131909482E+01,  2.316469243183406E-03,  4.977752506012999E+02,  1.492292659093297E+08,  4.976512889639249E-01,
2457839.500000000, A.D. 2017-Mar-27 00:00:00.0000, -1.483773062827013E+08, -1.632076878390721E+07,  1.559345212751999E+03,  2.771297475422985E+00, -2.973435420097418E+01,  2.258689556741800E-03,  4.979184948537937E+02,  1.492722094558792E+08,  4.963406740861720E-01,
2457840.500000000, A.D. 2017-Mar-28 00:00:00.0000, -1.481156546681337E+08, -1.888726876309770E+07,  1.749586780518293E+03,  3.285243479532813E+00, -2.967377522349999E+01,  2.134070149523382E-03,  4.980613053383071E+02,  1.493150229620596E+08,  4.946627701305210E-01,
2457841.500000000, A.D. 2017-Mar-29 00:00:00.0000, -1.478096576124108E+08, -2.144812195842110E+07,  1.926303282205015E+03,  3.797751228626995E+00, -2.960364366998898E+01,  1.946848072947205E-03,  4.982035966677012E+02,  1.493576808294507E+08,  4.927651151825025E-01,
2457842.500000000, A.D. 2017-Mar-30 00:00:00.0000, -1.474594553655752E+08, -2.400250465406202E+07,  2.084499396923929E+03,  4.308450009024194E+00, -2.952401007410826E+01,  1.707640046197056E-03,  4.983453299144429E+02,  1.494001713878718E+08,  4.908193898857185E-01,
2457843.500000000, A.D. 2017-Mar-31 00:00:00.0000, -1.470652199240167E+08, -2.654960086099167E+07,  2.220349807569757E+03,  4.816981026696027E+00, -2.943500245260682E+01,  1.432659917346868E-03,  4.984865164473011E+02,  1.494424980455938E+08,  4.889987556074307E-01,
2457844.500000000, A.D. 2017-Apr-01 00:00:00.0000, -1.466271526588825E+08, -2.908860869125108E+07,  2.331599887691438E+03,  5.323027570661289E+00, -2.933681623806277E+01,  1.141622836540179E-03,  4.986272147587430E+02,  1.494846783382174E+08,  4.874532631518096E-01,
2457845.500000000, A.D. 2017-Apr-02 00:00:00.0000, -1.461454796977361E+08, -3.161874525500081E+07,  2.417751411847770E+03,  5.826335566141956E+00, -2.922969126253468E+01,  8.550094894435034E-04,  4.987675209117248E+02,  1.495267410646923E+08,  4.862913300193659E-01,
2457846.500000000, A.D. 2017-Apr-03 00:00:00.0000, -1.456204461342847E+08, -3.413924930335359E+07,  2.480016027357429E+03,  6.326719952378061E+00, -2.911388413409922E+01,  5.915590749232535E-04,  4.989075551395266E+02,  1.495687222700492E+08,  4.855718961544519E-01,
2457847.500000000, A.D. 2017-Apr-04 00:00:00.0000, -1.450523102527178E+08, -3.664938159229916E+07,  2.521084860652685E+03,  6.824058697242243E+00, -2.898964421077389E+01,  3.665785693627299E-04,  4.990474477096802E+02,  1.496106610075115E+08,  4.853066887461281E-01,
2457848.500000000, A.D. 2017-Apr-05 00:00:00.0000, -1.444413386099201E+08, -3.914842349662718E+07,  2.544792929910123E+03,  7.318279927792542E+00, -2.885719743143683E+01,  1.911814426591718E-04,  4.991873264353643E+02,  1.496525955945062E+08,  4.854686086606806E-01,
2457849.500000000, A.D. 2017-Apr-06 00:00:00.0000, -1.437878023273654E+08, -4.163567457735195E+07,  2.555750396788120E+03,  7.809347531919877E+00, -2.871673799351658E+01,  7.222871625245375E-05,  4.993273069487793E+02,  1.496945606966950E+08,  4.860018870541774E-01,
2457850.500000000, A.D. 2017-Apr-07 00:00:00.0000, -1.430919745718790E+08, -4.411044968914933E+07,  2.558987478064373E+03,  8.297248342217854E+00, -2.856842557771532E+01,  1.265478544176801E-05,  4.994674858018075E+02,  1.497365852596040E+08,  4.868312593666851E-01,
2457851.500000000, A.D. 2017-Apr-08 00:00:00.0000, -1.423541290392746E+08, -4.657207599589935E+07,  2.559635174579918E+03,  8.781981735076396E+00, -2.841238564487364E+01,  1.194231576384652E-05,  4.996079359457453E+02,  1.497786911534815E+08,  4.878692810710007E-01,
2457852.500000000, A.D. 2017-Apr-09 00:00:00.0000, -1.415745392456494E+08, -4.901989008468276E+07,  2.562649167552590E+03,  9.263551221366608E+00, -2.824871125224460E+01,  6.663786816041295E-05,  4.997487040802452E+02,  1.498208923785313E+08,  4.890220828559789E-01,
2457853.500000000, A.D. 2017-Apr-10 00:00:00.0000, -1.407534784829907E+08, -5.145323527997675E+07,  2.572579184811562E+03,  9.741957394134049E+00, -2.807746584449619E+01,  1.708899894037330E-04,  4.998898095114031E+02,  1.498631947225753E+08,  4.901941819706637E-01,
2457854.500000000, A.D. 2017-Apr-11 00:00:00.0000, -1.398912203366139E+08, -5.387145924080686E+07,  2.593386231042445E+03,  1.021719197471475E+01, -2.789868703064771E+01,  3.170203790823223E-04,  5.000312443103030E+02,  1.499055958085842E+08,  4.912927226776614E-01,
2457855.500000000, A.D. 2017-Apr-12 00:00:00.0000, -1.389880396635848E+08, -5.627391192881397E+07,  2.628310464181006E+03,  1.068923315672956E+01, -2.771239137755909E+01,  4.961210961091922E-04,  5.001729746104237E+02,  1.499480854836305E+08,  4.922311000013931E-01,
2457856.500000000, A.D. 2017-Apr-13 00:00:00.0000, -1.380442139026979E+08, -5.865994402547234E+07,  2.679790431089699E+03,  1.115804265277741E+01, -2.751857993249055E+01,  6.986368642785123E-04,  5.003149428215253E+02,  1.499906464825945E+08,  4.929316288114758E-01,
2457857.500000000, A.D. 2017-Apr-14 00:00:00.0000, -1.370600245554101E+08, -6.102890583562637E+07,  2.749429716717452E+03,  1.162356470708805E+01, -2.731724382800249E+01,  9.148691719982338E-04,  5.004570704295915E+02,  1.500332552675663E+08,  4.933268926045396E-01,
2457858.500000000, A.D. 2017-Apr-15 00:00:00.0000, -1.360357586697192E+08, -6.338014664948623E+07,  2.838001530222595E+03,  1.208572695896880E+01, -2.710836915410474E+01,  1.135341935400547E-03,  5.005992609726600E+02,  1.500758829199772E+08,  4.933596142076371E-01,
2457859.500000000, A.D. 2017-Apr-16 00:00:00.0000, -1.349717101873444E+08, -6.571301446725288E+07,  2.945477546565235E+03,  1.254444262503104E+01, -2.689194038169490E+01,  1.350994563781072E-03,  5.007414027813054E+02,  1.501184959621756E+08,  4.929812040305147E-01,
2457860.500000000, A.D. 2017-Apr-17 00:00:00.0000, -1.338681810745822E+08, -6.802685594062713E+07,  3.071065937168896E+03,  1.299961317056222E+01, -2.666794192119685E+01,  1.553205239698485E-03,  5.008833711604408E+02,  1.501610570115149E+08,  4.921494276259022E-01,
2457861.500000000, A.D. 2017-Apr-18 00:00:00.0000, -1.327254822356030E+08, -7.032101636580509E+07,  3.213245362430811E+03,  1.345113051165851E+01, -2.643635778272551E+01,  1.733683374789408E-03,  5.010250298469710E+02,  1.502035252173468E+08,  4.908258310281442E-01,
2457862.500000000, A.D. 2017-Apr-19 00:00:00.0000, -1.315439342903800E+08, -7.259483957644030E+07,  3.369786427799612E+03,  1.389887779216031E+01, -2.619716969132984E+01,  1.884300895094171E-03,  5.011662317809388E+02,  1.502458564922054E+08,  4.889736872738277E-01,
2457863.500000000, A.D. 2017-Apr-20 00:00:00.0000, -1.303238683789006E+08, -7.484766763258547E+07,  3.537759328033775E+03,  1.434272786453970E+01, -2.595035441124800E+01,  1.996959846820801E-03,  5.013068194631963E+02,  1.502880036190339E+08,  4.865573353303140E-01,
2457864.500000000, A.D. 2017-Apr-21 00:00:00.0000, -1.290656272213245E+08, -7.707884028677607E+07,  3.713536073055118E+03,  1.478253879827574E+01, -2.569588151629261E+01,  2.063622968057288E-03,  5.014466254401227E+02,  1.503299163964997E+08,  4.835438940232636E-01,
2457865.500000000, A.D. 2017-Apr-22 00:00:00.0000, -1.277695667049220E+08, -7.928769434076512E+07,  3.892807849243283E+03,  1.521814620618406E+01, -2.543371344986274E+01,  2.076660425212040E-03,  5.015854737466532E+02,  1.503715420716036E+08,  4.799083539138725E-01,
2457866.500000000, A.D. 2017-Apr-23 00:00:00.0000, -1.264360582474655E+08, -8.147356319229972E+07,  4.070651641722769E+03,  1.564935320798509E+01, -2.516381029974837E+01,  2.029665741849485E-03,  5.017231833914538E+02,  1.504128263845087E+08,  4.756427018717203E-01,
2457867.500000000, A.D. 2017-Apr-24 00:00:00.0000, -1.250654920429964E+08, -8.363577708888389E+07,  4.241690872225910E+03,  1.607592067271175E+01, -2.488614173527422E+01,  1.918815373059601E-03,  5.018595750152439E+02,  1.504537155646553E+08,  4.707685793607209E-01,
2457868.500000000, A.D. 2017-Apr-25 00:00:00.0000, -1.236582809679419E+08, -8.577366476723374E+07,  4.400392981540412E+03,  1.649756269165913E+01, -2.460070706344261E+01,  1.744628664527070E-03,  5.019944814101551E+02,  1.504941594843857E+08,  4.653507219297919E-01,
2457869.500000000, A.D. 2017-Apr-26 00:00:00.0000, -1.222148644245887E+08, -8.788655709301348E+07,  4.541519866928458E+03,  1.691395357295696E+01, -2.430756057470741E+01,  1.513631344103317E-03,  5.021277613873378E+02,  1.505341158163475E+08,  4.595056339040161E-01,
2457870.500000000, A.D. 2017-Apr-27 00:00:00.0000, -1.207357109123050E+08, -8.997379284618221E+07,  4.660689162142575E+03,  1.732475056405801E+01, -2.400683412512825E+01,  1.239110728615600E-03,  5.022593146267182E+02,  1.505735544853392E+08,  4.533986777791306E-01,
2457871.500000000, A.D. 2017-Apr-28 00:00:00.0000, -1.192213180171498E+08, -9.203472593666619E+07,  4.754932966791093E+03,  1.772962970533787E+01, -2.369874586575915E+01,  9.402135445810700E-04,  5.023890934781722E+02,  1.506124612062130E+08,  4.472257029906708E-01,
2457872.500000000, A.D. 2017-Apr-29 00:00:00.0000, -1.176722091122417E+08, -9.406873247388910E+07,  4.823100043490529E+03,  1.812832372504870E+01, -2.338358758174302E+01,  6.392870936746675E-04,  5.025171075588688E+02,  1.506508388621236E+08,  4.411827233339880E-01,
2457873.500000000, A.D. 2017-Apr-30 00:00:00.0000, -1.160889272250643E+08, -9.607521586609334E+07,  4.865979396879673E+03,  1.852064753188501E+01, -2.306169311138227E+01,  3.582913582480529E-04,  5.026434191298972E+02,  1.506887061184761E+08,  4.354343723373225E-01,
2457874.500000000, A.D. 2017-May-01 00:00:00.0000, -1.144720275867846E+08, -9.805360878811051E+07,  4.886121350742877E+03,  1.890650266862134E+01, -2.273339988762975E+01,  1.156002288293934E-04,  5.027681306559529E+02,  1.507260936934133E+08,  4.300927790909367E-01,
2457875.500000000, A.D. 2017-May-02 00:00:00.0000, -1.128220706646770E+08, -1.000033720394641E+08,  4.887437038026750E+03,  1.928586285951111E+01, -2.239901734735285E+01, -7.583025259094711E-05,  5.028913685232766E+02,  1.507630394765769E+08,  4.252121912151399E-01,
2457876.500000000, A.D. 2017-May-03 00:00:00.0000, -1.111396169254263E+08, -1.019239912692512E+08,  4.874707353711128E+03,  1.965875022253024E+01, -2.205880965557517E+01, -2.087659756124793E-04,  5.030132672218543E+02,  1.507995837870505E+08,  4.207966041352212E-01,
2457877.500000000, A.D. 2017-May-04 00:00:00.0000, -1.094252236905699E+08, -1.038149728267119E+08,  4.853115555055439E+03,  2.002521197001725E+01, -2.171299211225812E+01, -2.809512400379077E-04,  5.031339567826936E+02,  1.508357656071495E+08,  4.168135139163685E-01,
2457878.500000000, A.D. 2017-May-05 00:00:00.0000, -1.076794437684379E+08, -1.056758397123580E+08,  4.827865879409015E+03,  2.038530306980464E+01, -2.136173608819339E+01, -2.939591345301196E-04,  5.032535542862353E+02,  1.508716200367069E+08,  4.132076118203193E-01,
2457879.500000000, A.D. 2017-May-06 00:00:00.0000, -1.059028252823679E+08, -1.075061281238173E+08,  4.803901488818228E+03,  2.073907575628385E+01, -2.100517708723572E+01, -2.520958374949700E-04,  5.033721588852379E+02,  1.509071768009720E+08,  4.099111981854643E-01,
2457880.500000000, A.D. 2017-May-07 00:00:00.0000, -1.040959121651388E+08, -1.093053847002961E+08,  4.785706834867597E+03,  2.108657422411439E+01, -2.064342246927961E+01, -1.615559283685286E-04,  5.034898492674868E+02,  1.509424594899493E+08,  4.068507673229080E-01,
2457881.500000000, A.D. 2017-May-08 00:00:00.0000, -1.022592449696443E+08, -1.110731643646227E+08,  4.777171442225575E+03,  2.142783226414489E+01, -2.027655747561864E+01, -2.983666397682327E-05,  5.036066825623475E+02,  1.509774852305919E+08,  4.039506442618698E-01,
2457882.500000000, A.D. 2017-May-09 00:00:00.0000, -1.003933618220312E+08, -1.128090286104148E+08,  4.781495788507164E+03,  2.176287210723208E+01, -1.990464958201532E+01,  1.346661979440000E-04,  5.037226940202718E+02,  1.510122645907192E+08,  4.011349093928863E-01,
2457883.500000000, A.D. 2017-May-10 00:00:00.0000, -9.849879945870470E+07, -1.145125441145259E+08,  4.801127486549318E+03,  2.209170354931904E+01, -1.952775179239001E+01,  3.229685707166752E-04,  5.038378971252812E+02,  1.510468016127392E+08,  3.983286099821760E-01,
2457884.500000000, A.D. 2017-May-11 00:00:00.0000, -9.657609433723171E+07, -1.161832816119874E+08,  4.837722473800182E+03,  2.241432311940216E+01, -1.914590551005281E+01,  5.257733219599103E-04,  5.039522840259327E+02,  1.510810939428485E+08,  3.954588128183500E-01,
2457885.500000000, A.D. 2017-May-12 00:00:00.0000, -9.462578381200698E+07, -1.178208150150765E+08,  4.892129330620170E+03,  2.273071345752170E+01, -1.875914334760859E+01,  7.337306390153842E-04,  5.040658262664589E+02,  1.511151330502227E+08,  3.924556268336399E-01,
2457886.500000000, A.D. 2017-May-13 00:00:00.0000, -9.264840734467000E+07, -1.194247207738456E+08,  4.964395101793110E+03,  2.304084317120709E+01, -1.836749187972806E+01,  9.376716098241644E-04,  5.041784757912457E+02,  1.511489045281510E+08,  3.892530362716719E-01,
2457887.500000000, A.D. 2017-May-14 00:00:00.0000, -9.064450770080265E+07, -1.209945774628387E+08,  5.053789192534983E+03,  2.334466729690659E+01, -1.797097406604222E+01,  1.128788430555971E-03,  5.042901661302768E+02,  1.511823884494241E+08,  3.857892804323412E-01,
2457888.500000000, A.D. 2017-May-15 00:00:00.0000, -8.861463208491671E+07, -1.225299655492722E+08,  5.158839685231447E+03,  2.364212821646456E+01, -1.756961096810002E+01,  1.298739401841331E-03,  5.044008136034540E+02,  1.512155597273793E+08,  3.820065860491290E-01,
2457889.500000000, A.D. 2017-May-16 00:00:00.0000, -8.655933319163151E+07, -1.240304672681177E+08,  5.277375334471464E+03,  2.393315658515370E+01, -1.716342247697781E+01,  1.439677483969781E-03,  5.045103183518420E+02,  1.512483884250612E+08,  3.778502551377436E-01,
2457890.500000000, A.D. 2017-May-17 00:00:00.0000, -8.447917019954954E+07, -1.254956665152175E+08,  5.406567645877600E+03,  2.421767160706312E+01, -1.675242702804862E+01,  1.544231263957307E-03,  5.046185650420270E+02,  1.512808399663821E+08,  3.732673778395349E-01,
2457891.500000000, A.D. 2017-May-18 00:00:00.0000, -8.237470979687193E+07, -1.269251486834431E+08,  5.542971389591694E+03,  2.449557989859773E+01, -1.633664066620840E+01,  1.605501099243511E-03,  5.047254232099885E+02,  1.513128752392127E+08,  3.682057386364120E-01,
2457892.500000000, A.D. 2017-May-19 00:00:00.0000, -8.024652739152502E+07, -1.283185004188690E+08,  5.682568798281252E+03,  2.476677225894232E+01, -1.591607631858345E+01,  1.617166995255381E-03,  5.048307474200049E+02,  1.513444506430205E+08,  3.626138007209314E-01,
2457893.500000000, A.D. 2017-May-20 00:00:00.0000, -7.809520870486444E+07, -1.296753093727403E+08,  5.820832321561873E+03,  2.503111801461857E+01, -1.549074471586079E+01,  1.573832532033137E-03,  5.049343777139646E+02,  1.513755182235699E+08,  3.564429557029586E-01,
2457894.500000000, A.D. 2017-May-21 00:00:00.0000, -7.592135194601324E+07, -1.309951641751583E+08,  5.952832033224404E+03,  2.528845741457175E+01, -1.506065897614835E+01,  1.471734141035519E-03,  5.050361411970941E+02,  1.514060261483119E+08,  3.496533772855529E-01,
2457895.500000000, A.D. 2017-May-22 00:00:00.0000, -7.372557066389950E+07, -1.322776550440341E+08,  6.073423202805221E+03,  2.553859403675309E+01, -1.462584506839111E+01,  1.309890153178728E-03,  5.051358559598880E+02,  1.514359198821487E+08,  3.422244693774962E-01,
2457896.500000000, A.D. 2017-May-23 00:00:00.0000, -7.150849711697082E+07, -1.335223756061972E+08,  6.177549708463252E+03,  2.578129125498348E+01, -1.418635945042905E+01,  1.091596001214334E-03,  5.052333386511258E+02,  1.514651444577674E+08,  3.341694920671529E-01,
2457897.500000000, A.D. 2017-May-24 00:00:00.0000, -6.927078556653705E+07, -1.347289265085118E+08,  6.260678551390767E+03,  2.601627855969847E+01, -1.374231221689884E+01,  8.258667571219291E-04,  5.053284165199945E+02,  1.514936480857770E+08,  3.255511050996791E-01,
2457898.500000000, A.D. 2017-May-25 00:00:00.0000, -6.701311440488314E+07, -1.358969210476656E+08,  6.319331089586020E+03,  2.624327274777685E+01, -1.329388912266971E+01,  5.280908717422150E-04,  5.054209432921378E+02,  1.515213869142286E+08,  3.164910632640341E-01,
2457899.500000000, A.D. 2017-May-26 00:00:00.0000, -6.473618579738458E+07, -1.370259922645603E+08,  6.351606742128730E+03,  2.646201347226102E+01, -1.284136148185532E+01,  2.190911484500901E-04,  5.055108159971086E+02,  1.515483300733589E+08,  3.071659036756990E-01,
2457900.500000000, A.D. 2017-May-27 00:00:00.0000, -6.244072194950227E+07, -1.381157999938295E+08,  6.357543373331428E+03,  2.667230345229108E+01, -1.238507415609866E+01, -7.768583797407302E-05,  5.055979879520735E+02,  1.515744635680065E+08,  2.977845995877104E-01,
2457901.500000000, A.D. 2017-May-28 00:00:00.0000, -6.012745827372950E+07, -1.391660358687824E+08,  6.339176625363529E+03,  2.687403728798757E+01, -1.192541127845318E+01, -3.401204496924493E-04,  5.056824732268639E+02,  1.515997916162007E+08,  2.885535357577393E-01,
2457902.500000000, A.D. 2017-May-29 00:00:00.0000, -5.779713504520176E+07, -1.401764248030794E+08,  6.300261732280254E+03,  2.706720644651395E+01, -1.146275177282097E+01, -5.510153344925328E-04,  5.057643407635609E+02,  1.516243348862575E+08,  2.796422631891358E-01,
2457903.500000000, A.D. 2017-May-30 00:00:00.0000, -5.545048970579600E+07, -1.411467228196906E+08,  6.245749971270561E+03,  2.725188041485735E+01, -1.099743195787163E+01, -7.000322413768245E-04,  5.058437003782037E+02,  1.516481263001972E+08,  2.711630041828168E-01,
2457904.500000000, A.D. 2017-May-31 00:00:00.0000, -5.308825144063205E+07, -1.420767123988958E+08,  6.181184713572264E+03,  2.742817533448142E+01, -1.052972646321883E+01, -7.836573019228688E-04,  5.059206854841535E+02,  1.516712058543393E+08,  2.631682432425191E-01,
2457905.500000000, A.D. 2017-Jun-01 00:00:00.0000, -5.071113850295809E+07, -1.429661970110831E+08,  6.112165192052722E+03,  2.759622369853452E+01, -1.005984766533022E+01, -8.038187571561828E-04,  5.059954372250742E+02,  1.516936158624897E+08,  2.556616239550170E-01,
2457906.500000000, A.D. 2017-Jun-02 00:00:00.0000, -4.831985779203574E+07, -1.438149961555384E+08,  6.043954392395914E+03,  2.775615323641587E+01, -9.587956528385028E+00, -7.660757592917733E-04,  5.060680926636044E+02,  1.517153974149937E+08,  2.486138522795751E-01,
2457907.500000000, A.D. 2017-Jun-03 00:00:00.0000, -4.591510579291177E+07, -1.446229415317035E+08,  5.981236511573195E+03,  2.790807627336162E+01, -9.114176821150348E+00, -6.780436924693767E-04,  5.061387774529348E+02,  1.517365881817303E+08,  2.419771218743265E-01,
2457908.500000000, A.D. 2017-Jun-04 00:00:00.0000, -4.349757007475431E+07, -1.453898743848153E+08,  5.927989516004920E+03,  2.805208683581739E+01, -8.638607512388642E+00, -5.483191184905145E-04,  5.062076020665856E+02,  1.517572212818276E+08,  2.356951758163205E-01,
2457909.500000000, A.D. 2017-Jun-05 00:00:00.0000, -4.106793083662286E+07, -1.461156437640129E+08,  5.887429200455546E+03,  2.818826188280447E+01, -8.161331388178489E+00, -3.858813493109459E-04,  5.062746602618982E+02,  1.517773248230294E+08,  2.297088719696505E-01,
2457910.500000000, A.D. 2017-Jun-06 00:00:00.0000, -3.862686227500387E+07, -1.468001053624258E+08,  5.861989418037236E+03,  2.831666382681798E+01, -7.682420036151703E+00, -1.998262279454543E-04,  5.063400286313736E+02,  1.517969217671898E+08,  2.239584008176349E-01,
2457911.500000000, A.D. 2017-Jun-07 00:00:00.0000, -3.617503374146896E+07, -1.474431206673823E+08,  5.853316696949303E+03,  2.843734268661551E+01, -7.201936242265740E+00,  7.245814770406867E-07,  5.064037664796786E+02,  1.518160298934008E+08,  2.183835476969751E-01,
2457912.500000000, A.D. 2017-Jun-08 00:00:00.0000, -3.371311075732823E+07, -1.480445562492691E+08,  5.862269644699991E+03,  2.855033719649935E+01, -6.719934990503740E+00,  2.066599929606561E-04,  5.064659156372891E+02,  1.518346617421235E+08,  2.129231525197881E-01,
2457913.500000000, A.D. 2017-Jun-09 00:00:00.0000, -3.124175597996600E+07, -1.486042831126157E+08,  5.888921976178885E+03,  2.865567484966618E+01, -6.236464037964300E+00,  4.089353995881950E-04,  5.065265001001815E+02,  1.518528245071707E+08,  2.075145387333524E-01,
2457914.500000000, A.D. 2017-Jun-10 00:00:00.0000, -2.876163020014163E+07, -1.491221761020961E+08,  5.932572431549430E+03,  2.875337120995608E+01, -5.751564681646679E+00,  5.986780746374265E-04,  5.065855255518334E+02,  1.518705198924060E+08,  2.020933038512119E-01,
2457915.500000000, A.D. 2017-Jun-11 00:00:00.0000, -2.627339341419595E+07, -1.495981133929521E+08,  5.991765897542238E+03,  2.884342893868995E+01, -5.265272956454945E+00,  7.673383829760461E-04,  5.066429788885788E+02,  1.518877439694491E+08,  1.965935412649470E-01,
2457916.500000000, A.D. 2017-Jun-12 00:00:00.0000, -2.377770597905717E+07, -1.500319761017002E+08,  6.064328775003552E+03,  2.892583689473130E+01, -4.777621188790463E+00,  9.068637917928335E-04,  5.066988278536751E+02,  1.519044870679721E+08,  1.909483333763753E-01,
2457917.500000000, A.D. 2017-Jun-13 00:00:00.0000, -2.127522983631000E+07, -1.504236480374819E+08,  6.147419431209564E+03,  2.900056943228083E+01, -4.288639650707435E+00,  1.009870654237188E-03,  5.067530208214280E+02,  1.519207337109811E+08,  1.850902562355765E-01,
2457918.500000000, A.D. 2017-Jun-14 00:00:00.0000, -1.876662979346643E+07, -1.507730155914047E+08,  6.237592959344387E+03,  2.906758572701838E+01, -3.798358071630309E+00,  1.069804071039515E-03,  5.068054867020749E+02,  1.519364625863014E+08,  1.789516922865722E-01,
2457919.500000000, A.D. 2017-Jun-15 00:00:00.0000, -1.625257487659799E+07, -1.510799677483043E+08,  6.330879794552922E+03,  2.912682871517620E+01, -3.306806985616801E+00,  1.081104761974094E-03,  5.068561349067953E+02,  1.519516465360877E+08,  1.724649621597129E-01,
2457920.500000000, A.D. 2017-Jun-16 00:00:00.0000, -1.373373980956459E+07, -1.513443962197250E+08,  6.422880839563906E+03,  2.917822314678848E+01, -2.814019294100497E+00,  1.039435919992782E-03,  5.069048553626226E+02,  1.519662525612951E+08,  1.655626329201831E-01,
